user_id,username,phone,is_active,phone_credit,is_admin,user_demographics_id
422,charlesparrish,(781)265-0095x593,TRUE,328.66,TRUE,9
423,christina29,238.975.2616x5394,TRUE,612.98,TRUE,12
424,jeremy26,810.380.6656x86440,TRUE,63.99,TRUE,16
425,millerleslie,+1-246-524-1454x00982,TRUE,318.42,TRUE,19
426,john35,263.944.5360x9712,TRUE,147.13,TRUE,11
427,amberhansen,(229)793-9315x04087,TRUE,151.96,TRUE,20
428,karen60,371.791.1147,TRUE,476.74,TRUE,16
429,katherine92,001-722-814-3676x830,TRUE,51.21,TRUE,17
430,ahicks,409-904-1389x09294,TRUE,207.75,TRUE,20
431,awalters,948-597-0179x7507,TRUE,808.51,TRUE,14
432,jeremyblackburn,726.711.6946x1286,TRUE,956.01,TRUE,19
433,seangomez,001-673-300-0540x9660,TRUE,100.47,TRUE,12
434,melissagalvan,+1-926-857-5404x51059,TRUE,755.14,TRUE,14
435,brad38,(930)819-0492x7691,TRUE,381.58,TRUE,17
436,iharris,437-995-1961x7411,TRUE,571.4,TRUE,13
437,bruce32,+1-499-911-8063x79580,TRUE,724.93,TRUE,8
438,angelicacarpenter,(693)730-2687x0930,TRUE,268.12,TRUE,20
439,jose24,789-748-0606x43601,TRUE,666.29,TRUE,16
440,colonthomas,(508)504-0863x42388,TRUE,297.48,TRUE,7
441,greendonna,001-480-915-5797x2713,TRUE,386.06,TRUE,15
442,mitchellmartinez,854-891-4087x21911,TRUE,15.77,TRUE,1
443,gjackson,607.361.7509x102,TRUE,669.57,TRUE,18
444,wjackson,8914949727,TRUE,748.45,TRUE,10
445,sandersrobert,559.820.6862,TRUE,167.28,TRUE,15
446,john69,522.564.0585x95796,TRUE,934.04,TRUE,1
447,awilliams,2104586845,TRUE,19.55,TRUE,3
448,johnsonaaron,001-927-577-7510x820,TRUE,441.87,TRUE,17
449,mcarey,6697870387,TRUE,481.15,TRUE,17
450,knightcynthia,457.530.6767x5054,TRUE,424.29,TRUE,15
451,brittany22,501-538-7034,TRUE,804.56,TRUE,2
452,nicholsonannette,2054427419,TRUE,652.34,TRUE,3
453,thomasmelissa,-5050,TRUE,373.87,TRUE,12
454,kathleen62,910-960-9819x6763,TRUE,982.72,TRUE,6
455,stevenpearson,(790)226-5417x16708,TRUE,447.89,TRUE,13
456,kevin63,001-309-681-3762x59253,TRUE,302.47,TRUE,10
457,colemantiffany,971-520-2684x738,TRUE,510.18,TRUE,9
458,nharris,7268315928,TRUE,319.25,TRUE,5
459,monicaherrera,835.334.5084,TRUE,966.37,TRUE,12
460,nicole04,-8086,TRUE,993.47,TRUE,7
461,teresawashington,394.221.1324x771,TRUE,380.64,TRUE,11
462,andrea84,(484)996-6592,TRUE,911.11,TRUE,1
463,jesus49,446-842-9107x77848,TRUE,54.95,TRUE,13
464,owenstefanie,(422)880-0495x336,TRUE,782.64,TRUE,15
465,cmiller,544-648-0647x1539,TRUE,119.5,TRUE,19
466,twilson,001-879-344-3474x28689,TRUE,209.74,TRUE,15
467,bobby71,926.968.2022x3868,TRUE,638.83,TRUE,6
468,jennifer14,551.589.4555,TRUE,918.71,TRUE,17
469,frankdavis,(604)224-3808,TRUE,64.98,TRUE,20
470,janice08,001-435-773-0385x9642,TRUE,266.41,TRUE,14
471,fieldschristopher,(760)668-0900,TRUE,674.68,TRUE,16
472,wellskristin,001-794-372-6930x863,TRUE,206.48,TRUE,6
473,hpatrick,+1-258-392-8604x730,TRUE,427.31,TRUE,2
474,tbowman,647-306-2380x153,TRUE,176.01,TRUE,9
475,wrightdavid,675-240-4086x886,TRUE,851.64,TRUE,14
476,wmiles,360-212-0984,TRUE,502.43,TRUE,8
477,nicoleparker,(246)688-9965x602,TRUE,73,TRUE,7
478,karinasullivan,+1-563-359-3892x727,TRUE,874.39,TRUE,7
479,michaelhicks,4902800432,TRUE,356.14,TRUE,4
480,Apr-95,324.521.5446,TRUE,908.96,TRUE,17
481,zanderson,484-545-8462,TRUE,838.69,TRUE,11
482,marktaylor,+1-889-403-4310x93685,TRUE,723.87,TRUE,18
483,nicoleduke,224-735-1167x4189,TRUE,893.12,TRUE,8
484,mindy45,001-856-518-4683x3980,TRUE,935.41,TRUE,13
485,danielmanning,922-795-9693x1532,TRUE,359.66,TRUE,13
486,elizabethgreen,611-459-3622x35599,TRUE,276.23,TRUE,6
487,cisneroskelly,348-671-3504,TRUE,842.37,TRUE,13
488,rhughes,585.816.3423,TRUE,468.75,TRUE,6
489,sanchezkevin,-6006,TRUE,687.38,TRUE,6
490,hannah75,(519)585-9707,TRUE,747.39,TRUE,5
491,wcrosby,001-606-314-9923x871,TRUE,10.59,TRUE,14
492,anthony76,578-999-6154x96520,TRUE,864.09,TRUE,9
493,susan60,494.403.9620,TRUE,846.74,TRUE,1
494,zalexander,690.555.0089x200,TRUE,241.57,TRUE,12
495,willismelissa,486-652-6346,TRUE,576.99,TRUE,12
496,lauraboyer,(936)965-2126x8691,TRUE,981.64,TRUE,17
497,jameslong,001-877-838-5524x844,TRUE,113.89,TRUE,10
498,pprice,579.862.7118,TRUE,81.07,TRUE,19
499,hdelgado,508.524.7152,TRUE,526.29,TRUE,1
500,davisdouglas,5435344282,TRUE,924.57,TRUE,10
